len,count,word,sentiment,topic
4,9079,集成电路,2,
1,9014,站,2,
3,8769,零部件,2,
2,8698,吉林,2,
2,8631,阿胶,2,
2,8601,船舶,2,
2,8524,关系,2,
1,8518,位,2,
1,8415,由,2,
3,8394,乘用车,2,
2,8320,网上,2,
2,8182,直接,2,
4,8040,医疗器械,2,
2,8033,北方,2,
2,7915,华东,2,
2,7891,账户,2,
2,7763,较大,2,
2,7489,终端,2,
2,7439,海信,2,
2,7291,频现,2,
2,7239,煤矿,2,
2,7210,主动,2,
2,7050,兰州,2,
3,7043,钛白粉,2,
3,6911,白云山,2,
3,6908,特高压,2,
2,6783,德国,2,
2,6668,重汽,2,
3,6642,水井坊,2,
2,6640,仪器,2,
2,6528,浪潮,2,
2,6502,车型,2,
2,6493,地区,2,
1,6454,钛,2,
2,6395,珠江,2,
2,6295,筹码,2,
2,6252,纳入,2,
2,6169,突然,2,
2,6094,宏达,2,
2,6086,方正,2,
2,6054,热电,2,
2,6046,水利,2,
2,5964,古井,2,
2,5921,包钢,2,
2,5770,激光,2,
2,5721,后续,2,
2,5638,首钢,2,
2,5584,左右,2,
2,5478,回复,2,
2,5467,徐工,2,
2,5445,养殖,2,
3,5380,同仁堂,2,
2,5367,精工,2,
2,5318,测试,2,
2,5210,万福,2,
2,5155,三元,2,
2,5038,长园,2,
2,4987,贡酒,2,
2,4975,晨鸣,2,
2,4859,中超,2,
2,4794,宇通,2,
2,4791,国民,2,
2,4771,北上,2,
2,4605,触及,2,
2,4472,同方,2,
2,4440,太阳,2,
4,4363,四川长虹,2,
1,4236,锂,2,
2,4202,振华,2,
4,4190,东风汽车,2,
2,4181,金龙,2,
2,3961,涪陵,2,
2,3938,通化,2,
2,3916,三安,2,
2,3780,种子,2,
4,3767,山西汾酒,2,
2,3757,东旭,2,
2,3750,科伦,2,
2,3715,光学,2,
2,3703,具有,2,
